기간,국가명,수출건수,수출금액,수입건수,수입금액,무역수지
2015.07,예맨,538,"7,885",5,158,"7,727"
2015.07,팔레스타인 해방기구,150,"7,718",2,170,"7,549"
2015.07,아이티,124,"7,261",61,332,"6,929"
2015.07,브루나이,143,"6,285",28,"84,199","-77,914"
2015.07,볼리비아,124,"6,141",41,"17,388","-11,247"
2015.07,에스토니아,194,"6,099",274,"11,428","-5,329"
2015.07,베라루스,92,"5,619",42,"4,183","1,436"
2015.07,지부티,59,"5,551",0,0,"5,551"
2015.07,불령 폴리네시아,46,"5,364",2,10,"5,354"
2015.07,세네갈,91,"4,657",127,"9,540","-4,882"
2015.07,쿠바,87,"4,401",11,503,"3,898"
2015.07,루안다,17,"4,026",7,140,"3,886"
2015.07,조지아,141,"3,980",29,"1,792","2,188"
2015.07,몰타,292,"3,950",171,"18,450","-14,501"
2015.07,베닝,75,"3,817",12,738,"3,079"
2015.07,마세도니아,29,"3,638",16,228,"3,410"
2015.07,모리셔스,171,"3,537",20,247,"3,290"
2015.07,모잠비크,65,"3,214",4,234,"2,979"
2015.07,에리트리아,3,"2,929",0,0,"2,929"
2015.07,마카오,119,"2,871",30,114,"2,757"
2015.07,알바니아,57,"2,674",29,133,"2,541"
2015.07,불령 리유니온 코모도 제도,44,"2,541",2,14,"2,528"
2015.07,카메룬,78,"2,512",24,139,"2,373"
2015.07,토고,68,"2,277",24,"2,430",-153
2015.07,아이슬란드,40,"2,234",89,"2,243",-9
2015.07,나미비아,27,"2,180",7,"7,686","-5,506"
2015.07,부르키나 파소,21,"2,178",5,859,"1,319"
2015.07,마다카스카르,76,"2,170",50,"6,207","-4,037"
2015.07,네팔,130,"2,156",37,54,"2,102"
2015.07,타지크,200,"2,085",0,0,"2,085"
2015.07,사모아,23,"2,067",1,70,"1,997"
2015.07,콩고민주공화국,53,"1,935",40,"34,665","-32,731"
2015.07,잠비아,57,"1,935",13,"22,933","-20,998"
2015.07,우간다,46,"1,772",29,"1,470",302
2015.07,짐바브웨,40,"1,688",14,"1,090",598
2015.07,아프카니스탄,84,"1,686",15,26,"1,660"
2015.07,자마이카,43,"1,676",8,389,"1,287"
2015.07,아루바,19,"1,642",2,"52,368","-50,726"
2015.07,사이프러스,105,"1,595",19,686,909
2015.07,가봉,22,"1,587",11,"53,705","-52,118"
2015.07,콩고,39,"1,527",23,"1,548",-20
2015.07,세이쉘,27,"1,451",8,331,"1,120"
2015.07,북마리아나 군도,100,"1,378",2,1,"1,376"
2015.07,네덜란드 열도,54,"1,361",4,135,"1,226"
2015.07,마이크로네시아,48,"1,352",2,141,"1,211"
2015.07,마티니크,11,"1,256",2,1,"1,256"
2015.07,아메리칸 사모아,10,"1,233",0,0,"1,233"
2015.07,기니,48,"1,069",44,"2,877","-1,808"
2015.07,수리남,27,"1,060",7,233,827
2015.07,영령 캐이맨 군도,8,961,0,0,961
2015.07,소말리아,11,914,1,41,873
2015.07,룩셈부르그,72,874,178,"5,217","-4,342"
2015.07,시에라 리온,12,838,20,"1,234",-397
2015.07,몰도바,26,772,41,699,73
2015.07,보츠와나,18,746,1,13,732
2015.07,아르메니아,40,742,21,212,531
2015.07,리히텐슈타인,24,697,36,"1,048",-351
2015.07,큐라소,3,659,0,0,659
2015.07,벨리제,13,648,0,0,648
2015.07,말라위,21,638,5,82,556
2015.07,모리타니,14,627,19,"2,340","-1,713"
2015.07,가이아나,20,602,6,264,338
2015.07,키리바티,42,598,3,400,199
2015.07,도미니카,26,554,1,4,550
2015.07,세인트 키츠 네비스,7,529,2,13,515
2015.07,과델로프,9,524,0,0,524
2015.07,팔라우,32,488,0,0,488
2015.07,바베이도스,17,456,1,1,456
2015.07,영령 버진군도,4,396,1,24,373
2015.07,티모르,10,396,2,1,396
2015.07,말리,13,298,0,0,298
2015.07,세인트 루시아,7,288,0,0,288
2015.07,바누아투,23,255,7,238,17
2015.07,보스니아-헤르체고비나,19,242,39,828,-585
2015.07,카보 베르데,5,242,1,40,202
2015.07,스와질랜드,17,217,14,114,103
2015.07,몰디브,41,192,3,31,160
2015.07,감비아,6,187,0,0,187
2015.07,부탄,16,173,0,0,173
2015.07,그레나다,9,169,0,4,165
2015.07,지브랄타,26,145,1,0,144
2015.07,적도 기니,4,132,3,"65,488","-65,356"
2015.07,통가,4,127,1,23,104
2015.07,중앙아프리카공화국,5,123,4,149,-26
2015.07,국제통화기금,5,117,0,0,117
2015.07,챠드,8,114,0,0,114
2015.07,불령 가이아나,4,113,0,0,113
2015.07,기네비소,4,102,1,36,66
2015.07,세인트 빈센트 그레나딘,5,95,0,0,95
2015.07,남수단,6,72,0,0,72
2015.07,몬테네그로,8,49,0,0,49
2015.07,솔로몬 군도,4,36,7,"1,614","-1,579"
2015.07,쿡 아일랜드,2,32,0,0,32
2015.07,니제르,5,23,0,0,23
2015.07,앙귈라,3,20,0,0,20
2015.07,나우르,1,18,0,0,18
2015.07,모나코,8,11,11,289,-278
2015.07,안도라,4,5,1,7,-3
2015.07,남조지아 & 남샌드위치 군도,2,5,2,29,-25
2015.07,부룬디,2,3,2,22,-19
2015.07,코모로스,2,3,5,266,-263
2015.07,파로에 군도,1,3,0,0,3
2015.07,투르크 & 카이코스 군도,1,1,1,0,1
2015.07,니우에,0,0,0,0,0
2015.07,크리스마스 아일랜드,0,0,1,0,0
2015.07,저어지,0,0,1,1,-1
2015.07,세인트 바르탤르미,0,0,1,36,-36
2015.07,코스 군도,0,0,2,11,-11
2015.07,몬트세라트,0,0,1,1,-1
2015.07,미령 버진군도,0,0,3,7,-7
2015.07,투발루,0,0,2,365,-365
2015.07,토켈라우,0,0,6,10,-10
2015.07,불령 남부지역,0,0,0,0,0
2015.07,맨섬,0,0,1,2,-2
2015.07,그린랜드,0,0,8,180,-180
2015.07,건지,0,0,1,3,-3
2015.07,세인트 헬레나,0,0,0,0,0
2015.07,산마리노,0,0,3,96,-96
2015.07,상토메 프린스페,0,0,0,3,-3
2015.08,중국,"110,894","10,883,915","237,086","7,159,340","3,724,575"
2015.08,미국,"65,926","5,059,167","432,578","3,825,994","1,233,173"
2015.08,홍콩,"29,650","2,487,845","18,247","107,710","2,380,135"
2015.08,베트남,"40,010","2,245,105","19,356","975,846","1,269,259"
2015.08,일본,"48,708","1,870,365","83,392","3,458,588","-1,588,223"
2015.08,싱가포르,"15,713","1,307,027","8,749","640,107","666,919"
2015.08,멕시코,"10,273","914,389","4,921","244,912","669,476"
2015.08,인도,"15,137","867,712","6,907","393,573","474,139"
2015.08,대만,"16,414","829,827","22,771","1,316,599","-486,772"
2015.08,호주,"8,794","797,825","17,616","1,227,870","-430,046"
2015.08,사우디아라비아,"2,797","675,249",459,"1,415,997","-740,748"
2015.08,말레이시아,"10,153","618,153","10,618","550,798","67,355"
2015.08,필리핀,"9,287","607,787","6,531","226,551","381,236"
2015.08,인도네시아,"12,019","552,633","6,516","692,309","-139,676"
2015.08,터키,"4,356","510,077","1,729","59,818","450,259"
2015.08,태국,"11,650","503,267","9,274","374,802","128,465"
2015.08,독일,"11,053","426,780","110,701","1,854,273","-1,427,493"
2015.08,아랍에미리트 연합,"6,127","408,690",589,"701,974","-293,284"
2015.08,브라질,"6,556","381,281","1,572","207,289","173,992"
2015.08,러시아 연방,"5,194","372,236","1,499","1,029,436","-657,200"
2015.08,캐나다,"5,735","346,702","6,853","288,185","58,517"
2015.08,마샬군도,27,"338,216",4,6,"338,210"
2015.08,몰타,261,"308,948",168,"25,041","283,906"
2015.08,이탈리아,"3,579","298,659","20,607","497,011","-198,352"
2015.08,영국,"6,609","297,145","18,052","530,895","-233,750"
2015.08,프랑스,"3,585","291,139","13,199","446,202","-155,063"
2015.08,슬로바키아,"2,001","281,415",837,"29,188","252,226"
2015.08,네덜란드,"5,606","276,987","3,767","256,184","20,803"
2015.08,이란,"1,622","251,061",147,"261,441","-10,380"
2015.08,폴란드,"4,927","226,945","1,368","76,236","150,709"
2015.08,파나마,709,"203,800",84,"6,378","197,422"
2015.08,바하마,25,"182,329",3,0,"182,329"
2015.08,스페인,"2,916","163,290","4,526","197,554","-34,265"
2015.08,벨기에,"1,592","156,537","2,346","104,465","52,072"
2015.08,체코공화국,"1,572","152,142","1,570","41,769","110,373"
2015.08,이집트,"2,609","147,257",164,"30,426","116,831"
2015.08,슬로베니아,566,"137,977",286,"9,886","128,091"
2015.08,칠레,"1,544","116,478","1,467","326,599","-210,120"
2015.08,에쿠아도르,438,"89,952",141,"44,318","45,634"
2015.08,이스라엘,"1,891","83,565","1,442","59,302","24,263"
2015.08,페루,950,"83,086",360,"87,503","-4,417"
2015.08,남아프리카공화국,"1,894","82,849",552,"110,233","-27,384"
2015.08,뉴질랜드,"1,685","81,443","12,824","111,174","-29,731"
2015.08,아르헨티나,913,"81,074",393,"56,843","24,231"
2015.08,방글라데시,"2,289","79,887",713,"30,217","49,670"
2015.08,헝가리,"1,427","79,505","1,765","80,050",-545
2015.08,맨섬,1,"75,000",1,0,"75,000"
2015.08,오만,411,"68,476",57,"178,164","-109,688"
2015.08,이라크,558,"68,298",18,"560,500","-492,203"
2015.08,우즈베크,724,"66,097",46,962,"65,135"
2015.08,콜롬비아,"1,168","64,591",353,"66,003","-1,413"
2015.08,요르단,"2,039","64,305",52,"12,866","51,439"
2015.08,나이지리아,651,"56,451",106,"78,778","-22,328"
2015.08,파키스탄,"1,375","54,193",642,"18,635","35,558"
2015.08,앙골라,143,"53,655",7,604,"53,052"
2015.08,과테말라,486,"52,356",256,"10,327","42,028"
2015.08,오스트리아,"1,785","51,474","2,155","104,643","-53,170"
2015.08,쿠웨이트,602,"50,213",76,"772,490","-722,276"
2015.08,토고,64,"47,609",27,"2,429","45,180"
2015.08,알제리,248,"46,084",11,"65,784","-19,700"
2015.08,캄보디아,"2,200","45,746",549,"21,167","24,579"
2015.08,스웨덴,"1,165","44,033","2,729","121,749","-77,716"
2015.08,탄자니아,168,"40,971",20,"1,406","39,564"
2015.08,미얀마,864,"40,361",621,"55,428","-15,067"
2015.08,카자흐스탄,640,"39,633",47,"65,142","-25,509"
2015.08,포루투갈,732,"39,495","1,707","17,268","22,227"
2015.08,덴마크,811,"33,355","2,318","69,243","-35,888"
2015.08,루마니아,813,"33,262","1,304","57,381","-24,119"
2015.08,카타르,426,"30,210",137,"1,051,993","-1,021,784"
2015.08,아일랜드,333,"26,994","1,024","64,204","-37,210"
2015.08,리비아,"2,159","26,933",26,"27,380",-447
2015.08,지브랄타,14,"25,391",1,1,"25,390"
2015.08,코스타리카,341,"25,128",381,"10,559","14,569"
2015.08,핀란드,571,"24,446","1,203","54,384","-29,938"
2015.08,파푸아 뉴기니,83,"23,697",34,"22,083","1,614"
2015.08,시리아,184,"23,074",1,0,"23,074"
2015.08,투르크멘,117,"20,479",0,2,"20,477"
2015.08,푸에르토리코,160,"20,085",144,"11,685","8,400"
2015.08,스리랑카,"1,171","20,083",473,"8,901","11,182"
2015.08,베네주엘라,114,"19,647",19,608,"19,039"
2015.08,모로코,238,"19,144",269,"12,406","6,738"
2015.08,피지,88,"19,140",11,150,"18,990"
2015.08,스위스,833,"19,059","3,941","198,364","-179,306"
2015.08,리투아니아,282,"18,718",458,"3,944","14,774"
2015.08,몽골,"1,270","18,198",515,"2,815","15,383"
2015.08,우크라이나,600,"18,045",178,"26,549","-8,504"
2015.08,파라과이,183,"17,330",16,619,"16,711"
2015.08,도미니카 공화국,404,"16,215",125,"5,952","10,263"
2015.08,레바논,251,"16,078",54,"2,681","13,397"
2015.08,그리스,414,"15,840",231,"16,761",-921
2015.08,가나,753,"15,451",39,"3,853","11,597"
2015.08,수단,225,"14,445",11,839,"13,606"
2015.08,온두라스,164,"14,224",99,"2,154","12,070"
2015.08,케냐,279,"13,185",63,"1,979","11,206"
2015.08,바레인,218,"13,114",51,"38,740","-25,626"
2015.08,우루과이,209,"12,514",100,"6,585","5,929"
2015.08,니카라과,249,"11,790",44,754,"11,036"
2015.08,이디오피아,96,"11,493",119,"6,263","5,231"
2015.08,노르웨이,401,"10,843","2,060","186,505","-175,662"
2015.08,코트디봐르,147,"10,648",12,913,"9,736"
2015.08,엘살바도르,143,"10,230",65,"1,270","8,960"
2015.08,키르기스스탄,407,"9,354",1,27,"9,327"
2015.08,트리니다드 토바고,69,"9,240",32,"11,951","-2,711"
2015.08,크로아티아,109,"7,812",91,768,"7,045"
2015.08,불가리아,312,"7,349",349,"6,948",401
2015.08,라오스,129,"7,063",45,"1,242","5,821"
2015.08,라트비아,202,"7,047",166,"5,643","1,404"
2015.08,튀니지,127,"6,824",249,"3,484","3,340"
2015.08,팔레스타인 해방기구,123,"6,793",0,0,"6,793"
2015.08,아제르바이잔,101,"6,756",4,24,"6,733"
2015.08,예맨,594,"5,913",5,158,"5,755"
2015.08,마이크로네시아,40,"4,733",1,44,"4,690"
2015.08,볼리비아,93,"4,731",20,"8,730","-4,000"
2015.08,모잠비크,60,"4,712",3,151,"4,561"
2015.08,괌,324,"4,705",14,94,"4,611"
2015.08,쿠바,74,"4,392",8,233,"4,159"
2015.08,뉴 칼레도니아,79,"4,369",7,"16,539","-12,170"
2015.08,에스토니아,173,"4,315",258,"4,911",-597
2015.08,아이티,94,"4,023",82,313,"3,710"
2015.08,베라루스,75,"4,006",26,608,"3,397"
2015.08,아프카니스탄,76,"3,979",0,0,"3,979"
2015.08,조지아,114,"3,684",28,"1,497","2,187"
2015.08,세르비아,104,"3,634",92,"11,598","-7,963"
2015.08,지부티,55,"3,428",1,31,"3,398"
2015.08,가봉,39,"3,272",2,59,"3,213"
2015.08,세네갈,76,"3,253",160,"10,704","-7,451"
2015.08,중앙아프리카공화국,4,"3,154",3,61,"3,092"
2015.08,잠비아,67,"2,847",13,"21,065","-18,218"
2015.08,팔라우,20,"2,762",0,0,"2,762"
2015.08,모리셔스,128,"2,741",25,342,"2,399"
2015.08,기타국,25,"2,701",449,"125,253","-122,552"
2015.08,카메룬,72,"2,574",23,181,"2,393"
2015.08,짐바브웨,59,"2,499",7,194,"2,305"
2015.08,기니,42,"2,435",30,"1,943",491
2015.08,마다카스카르,94,"2,393",45,"6,710","-4,317"
2015.08,루안다,18,"2,286",9,6,"2,281"
2015.08,베닝,55,"2,235",12,"1,065","1,170"
2015.08,마카오,125,"2,215",59,736,"1,479"
2015.08,콩고,42,"2,148",17,"57,137","-54,989"
2015.08,네팔,128,"2,078",42,310,"1,768"
2015.08,사이프러스,58,"1,941",15,"19,041","-17,100"
2015.08,사모아,19,"1,890",2,46,"1,844"
2015.08,자마이카,57,"1,801",7,375,"1,426"
2015.08,아루바,18,"1,772",0,0,"1,772"
2015.08,타지크,233,"1,715",0,0,"1,715"
2015.08,네덜란드 열도,39,"1,685",1,21,"1,665"
2015.08,콩고민주공화국,26,"1,636",35,"21,243","-19,607"
2015.08,부르키나 파소,11,"1,493",5,982,510
2015.08,브루나이,74,"1,463",33,"84,470","-83,008"
2015.08,불령 리유니온 코모도 제도,19,"1,217",2,3,"1,215"
2015.08,아이슬란드,37,"1,124",68,"1,964",-841
2015.08,버뮤다,12,"1,022",0,0,"1,022"
2015.08,에리트리아,2,988,0,0,988
2015.08,수리남,22,985,3,84,901
2015.08,과델로프,12,958,0,0,958
2015.08,알바니아,34,930,31,225,705
2015.08,부탄,19,855,1,0,854
2015.08,영령 캐이맨 군도,8,832,0,9,823
2015.08,라이베리아,14,783,3,26,757
2015.08,룩셈부르그,57,735,161,"2,997","-2,262"
2015.08,보츠와나,15,710,1,7,703
2015.08,세이쉘,31,707,11,859,-152
2015.08,말라위,17,695,1,7,688
2015.08,마티니크,13,672,1,0,672
2015.08,모리타니,19,665,28,"3,040","-2,375"
2015.08,가이아나,24,623,2,31,592
2015.08,세인트 키츠 네비스,8,591,1,0,591
2015.08,국제통화기금,5,590,0,0,590
2015.08,말리,12,557,0,3,554
2015.08,북마리아나 군도,62,549,1,0,548
2015.08,티모르,8,548,0,0,548
2015.08,불령 폴리네시아,30,535,0,0,535
2015.08,바베이도스,10,511,2,65,446
2015.08,아메리칸 사모아,13,491,2,13,477
2015.08,리히텐슈타인,18,467,36,844,-377
2015.08,우간다,36,441,18,972,-532
2015.08,바누아투,26,441,3,59,381
2015.08,스와질랜드,19,412,18,"11,815","-11,403"
2015.08,몰디브,45,386,1,20,366
2015.08,몬테네그로,6,348,1,0,348
2015.08,몰도바,23,337,59,"2,440","-2,104"
2015.08,아르메니아,31,322,44,192,129
2015.08,키리바티,29,299,8,550,-251
2015.08,세인트 루시아,11,285,4,228,57
2015.08,보스니아-헤르체고비나,14,282,35,"1,807","-1,526"
2015.08,시에라 리온,9,266,13,341,-75
2015.08,그레나다,9,252,0,0,252
2015.08,영령 버진군도,3,234,0,0,234
2015.08,카보 베르데,3,229,1,0,229
2015.08,도미니카,19,220,1,1,219
2015.08,벨리제,7,214,2,1,213
2015.08,안티가 바부다,8,211,0,0,211
2015.08,적도 기니,18,210,5,"71,377","-71,167"
2015.08,감비아,7,203,0,0,203
2015.08,메요트,8,202,0,0,202
2015.08,솔로몬 군도,14,197,4,"1,083",-886
2015.08,소말리아,7,174,4,728,-554
2015.08,나미비아,15,170,9,"18,815","-18,645"
2015.08,마세도니아,19,135,6,139,-4
2015.08,산마리노,3,96,0,0,96
2015.08,기네비소,1,81,1,38,43
2015.08,상토메 프린스페,1,77,0,0,77
2015.08,투르크 & 카이코스 군도,3,75,0,0,75
2015.08,챠드,3,56,0,9,47
2015.08,니제르,2,31,1,1,30
2015.08,통가,3,28,1,24,4
2015.08,불령 가이아나,6,17,1,0,17
2015.08,부룬디,2,11,1,0,11
2015.08,영령 인도양,2,10,0,0,10
2015.08,세인트 빈센트 그레나딘,1,5,1,0,5
2015.08,남수단,1,5,0,0,5
2015.08,모나코,2,4,6,230,-226
2015.08,앙귈라,1,1,1,0,1
2015.08,세인트 마틴,3,1,0,0,1
2015.08,나우르,1,1,1,1,0
2015.08,크리스마스 아일랜드,0,0,1,0,0
2015.08,니우에,0,0,4,16,-16
2015.08,파로에 군도,1,0,0,0,0
2015.08,코모로스,0,0,1,10,-10
2015.08,세인트 헬레나,0,0,0,0,0
2015.08,그린랜드,1,0,16,331,-331
2015.08,세인트 바르탤르미,0,0,1,13,-13
2015.08,토켈라우,0,0,0,0,0
2015.08,미령 버진군도,0,0,2,4,-4
2015.08,안도라,0,0,1,0,0
2015.08,큐라소,0,0,1,37,-37
2015.08,코스 군도,0,0,1,0,0
2015.08,몬트세라트,0,0,2,3,-3
2015.09,중국,"110,586","12,045,381","249,945","7,584,837","4,460,544"
2015.09,미국,"70,029","5,464,307","426,496","3,278,478","2,185,829"
2015.09,홍콩,"31,284","2,739,692","19,949","113,789","2,625,904"
2015.09,베트남,"41,547","2,391,607","20,776","1,069,800","1,321,807"
2015.09,일본,"52,540","2,037,367","83,967","3,708,139","-1,670,772"
2015.09,싱가포르,"16,163","1,518,496","10,674","632,232","886,263"
2015.09,인도,"17,785","1,058,604","6,777","307,760","750,844"
2015.09,멕시코,"11,479","965,201","4,851","276,143","689,058"
2015.09,대만,"16,791","889,162","22,282","1,293,469","-404,307"
2015.09,호주,"9,338","836,199","17,775","1,568,813","-732,614"
2015.09,사우디아라비아,"3,349","817,647",490,"1,194,387","-376,740"
2015.09,필리핀,"9,463","633,831","6,697","271,082","362,749"
2015.09,인도네시아,"13,823","625,799","7,262","700,426","-74,627"
2015.09,독일,"12,135","610,287","104,335","1,791,355","-1,181,067"
2015.09,말레이시아,"10,149","592,157","10,904","736,280","-144,124"
2015.09,마샬군도,28,"540,570",8,"22,286","518,284"
2015.09,태국,"12,731","504,102","9,331","368,100","136,002"
2015.09,터키,"4,757","499,767","1,634","74,656","425,111"
2015.09,그리스,617,"437,316",223,"2,225","435,091"
2015.09,아랍에미리트 연합,"6,667","429,822",516,"679,381","-249,559"
2015.09,영국,"6,966","414,652","17,356","424,790","-10,137"
2015.09,몰타,254,"402,041",154,"4,727","397,314"
2015.09,브라질,"6,989","398,342","1,599","249,083","149,259"
2015.09,러시아 연방,"5,738","395,500","1,655","827,227","-431,728"
2015.09,네덜란드,"6,151","383,866","3,783","229,860","154,006"
2015.09,캐나다,"6,218","377,075","6,417","326,636","50,439"
2015.09,슬로바키아,"2,576","363,132",661,"16,329","346,804"
2015.09,이란,"1,822","332,711",141,"333,673",-962
2015.09,폴란드,"5,849","262,202","1,401","46,661","215,542"
2015.09,라이베리아,29,"261,091",3,1,"261,089"
2015.09,이탈리아,"4,384","242,487","23,028","437,384","-194,897"
2015.09,프랑스,"4,547","210,193","11,283","510,247","-300,054"
2015.09,스페인,"3,367","175,282","4,625","132,885","42,397"
2015.09,슬로베니아,708,"169,483",254,"8,631","160,852"
2015.09,벨기에,"1,797","162,678","2,168","96,329","66,349"
2015.09,체코공화국,"1,849","162,479","1,637","45,989","116,489"
2015.09,이집트,"3,209","162,245",144,"4,427","157,818"
2015.09,칠레,"1,780","113,721","1,487","291,940","-178,219"
2015.09,아르헨티나,"1,057","113,076",433,"67,978","45,098"
2015.09,이라크,690,"101,702",14,"247,920","-146,218"
2015.09,이스라엘,"1,854","100,660","1,333","60,462","40,198"
2015.09,남아프리카공화국,"2,121","96,389",617,"115,786","-19,398"
2015.09,뉴질랜드,"1,875","93,751","15,863","88,761","4,990"
2015.09,방글라데시,"2,373","93,390",789,"41,544","51,846"
2015.09,우즈베크,844,"89,537",31,665,"88,872"
2015.09,페루,"1,135","81,636",400,"105,813","-24,177"
2015.09,헝가리,"1,646","80,014","1,446","67,589","12,425"
2015.09,콜롬비아,"1,343","75,956",416,"18,546","57,410"
2015.09,맨섬,1,"75,000",0,1,"75,000"
2015.09,바하마,30,"74,808",2,0,"74,808"
2015.09,오스트리아,"2,046","68,232","2,559","85,359","-17,127"
2015.09,파키스탄,"1,726","65,871",705,"19,768","46,103"
2015.09,나이지리아,792,"61,323",99,"71,549","-10,226"
2015.09,오만,430,"60,757",78,"229,382","-168,626"
2015.09,덴마크,981,"55,561","2,322","51,442","4,119"
2015.09,스웨덴,"1,315","52,103","2,642","128,520","-76,417"
2015.09,요르단,"2,442","50,898",41,"4,749","46,149"
2015.09,쿠웨이트,641,"50,882",58,"634,357","-583,474"
2015.09,에쿠아도르,507,"48,788",151,"6,905","41,883"
2015.09,알제리,270,"46,864",12,"28,456","18,409"
2015.09,캄보디아,"2,213","44,101",540,"20,709","23,392"
2015.09,카타르,470,"43,278",142,"1,205,762","-1,162,485"
2015.09,미얀마,"1,021","42,526",860,"64,715","-22,189"
2015.09,파나마,732,"36,857",90,"10,381","26,477"
2015.09,루마니아,900,"36,376","1,419","44,202","-7,826"
2015.09,리비아,"2,204","35,046",19,954,"34,092"
2015.09,카자흐스탄,655,"34,650",42,"12,097","22,552"
2015.09,포루투갈,773,"32,312","1,618","16,471","15,841"
2015.09,스위스,962,"31,614","4,036","186,926","-155,311"
2015.09,스리랑카,"1,264","28,404",393,"7,371","21,034"
2015.09,아일랜드,378,"28,096","1,083","76,196","-48,099"
2015.09,파푸아 뉴기니,86,"27,170",38,"84,214","-57,044"
2015.09,과테말라,633,"26,391",246,"15,859","10,531"
2015.09,핀란드,619,"25,928","1,199","74,108","-48,181"
2015.09,모로코,283,"25,369",248,"9,210","16,159"
2015.09,도미니카 공화국,601,"24,071",107,"5,428","18,643"
2015.09,리투아니아,324,"23,856",360,"4,719","19,138"
2015.09,투르크멘,137,"23,479",1,3,"23,477"
2015.09,시리아,262,"23,086",3,3,"23,083"
2015.09,몽골,"1,369","22,145",673,"1,099","21,045"
2015.09,푸에르토리코,171,"21,968",138,"15,874","6,093"
2015.09,코스타리카,339,"20,824",346,"7,798","13,025"
2015.09,뉴 칼레도니아,87,"20,572",11,"15,098","5,474"
2015.09,바레인,289,"20,045",76,"59,808","-39,763"
2015.09,우루과이,213,"19,132",87,"7,911","11,221"
2015.09,가나,677,"18,762",24,"2,320","16,442"
2015.09,레바논,298,"16,685",40,"1,531","15,154"
2015.09,우크라이나,602,"15,753",223,"39,320","-23,567"
2015.09,케냐,321,"15,576",49,"1,782","13,794"
2015.09,니카라과,320,"15,142",63,"1,571","13,571"
2015.09,튀니지,142,"14,119",258,"2,728","11,391"
2015.09,피지,98,"13,658",15,269,"13,390"
2015.09,파라과이,159,"13,580",25,960,"12,620"
2015.09,예맨,"1,797","13,399",5,200,"13,199"
2015.09,탄자니아,231,"13,331",24,649,"12,682"
2015.09,라오스,174,"12,352",36,950,"11,402"
2015.09,수단,282,"11,778",8,378,"11,400"
2015.09,베네주엘라,122,"11,450",13,656,"10,794"
2015.09,트리니다드 토바고,94,"11,219",35,"8,956","2,263"
2015.09,코트디봐르,149,"10,384",16,"1,316","9,068"
2015.09,노르웨이,411,"10,076","1,924","251,686","-241,611"
2015.09,이디오피아,145,"8,954",129,"5,918","3,037"
2015.09,엘살바도르,179,"8,531",84,"2,179","6,351"
2015.09,앙골라,160,"8,417",14,"45,957","-37,540"
2015.09,온두라스,180,"8,187",114,"1,619","6,567"
2015.09,불가리아,305,"8,160",428,"20,379","-12,219"
2015.09,크로아티아,149,"7,842",104,"1,839","6,004"
2015.09,세르비아,132,"7,699",76,"6,783",916
2015.09,모잠비크,67,"7,093",2,152,"6,941"
2015.09,세인트 키츠 네비스,17,"6,581",2,3,"6,578"
2015.09,키르기스스탄,409,"6,384",3,1,"6,383"
2015.09,에스토니아,204,"6,253",210,"4,840","1,413"
2015.09,베라루스,89,"6,155",26,769,"5,386"
2015.09,불령 폴리네시아,47,"6,025",0,0,"6,025"
2015.09,아제르바이잔,120,"5,699",3,188,"5,511"
2015.09,라트비아,194,"5,486",173,"4,340","1,146"
2015.09,세네갈,84,"5,217",140,"8,862","-3,645"
2015.09,브루나이,118,"5,206",33,"77,846","-72,639"
2015.09,팔레스타인 해방기구,117,"5,193",0,0,"5,193"
2015.09,볼리비아,111,"4,474",23,"4,045",428
2015.09,마이크로네시아,49,"4,376",2,58,"4,318"
2015.09,베닝,63,"4,274",8,"1,413","2,861"
2015.09,조지아,138,"4,167",29,731,"3,436"
2015.09,괌,310,"3,907",15,32,"3,875"
2015.09,지부티,61,"3,820",1,0,"3,820"
2015.09,잠비아,64,"3,693",16,"37,261","-33,568"
2015.09,콩고민주공화국,30,"3,273",38,"23,605","-20,331"
2015.09,아이티,111,"3,253",70,246,"3,006"
2015.09,쿠바,50,"3,220",13,31,"3,189"
2015.09,키리바티,54,"3,070",0,0,"3,070"
2015.09,아이슬란드,38,"2,966",81,"2,842",124
2015.09,모리셔스,127,"2,898",15,332,"2,566"
2015.09,에리트리아,2,"2,886",0,0,"2,886"
2015.09,마카오,132,"2,484",26,199,"2,285"
2015.09,기타국,37,"2,476",410,"59,347","-56,871"
2015.09,사이프러스,77,"2,384",12,"13,065","-10,681"
2015.09,부르키나 파소,17,"2,348",5,828,"1,520"
2015.09,짐바브웨,54,"2,090",4,189,"1,901"
2015.09,세이쉘,60,"2,020",9,576,"1,445"
2015.09,사모아,16,"1,931",4,121,"1,810"
2015.09,네덜란드 열도,34,"1,857",5,109,"1,748"
2015.09,토고,78,"1,847",21,"1,398",449
2015.09,네팔,132,"1,802",45,114,"1,688"
2015.09,기니,30,"1,724",23,"1,522",203
2015.09,카메룬,81,"1,664",20,221,"1,443"
2015.09,알바니아,39,"1,609",45,311,"1,297"
2015.09,아프카니스탄,100,"1,561",1,0,"1,560"
2015.09,콩고,48,"1,554",20,"2,027",-473
2015.09,자마이카,54,"1,495",17,"3,646","-2,151"
2015.09,마다카스카르,78,"1,471",51,"5,973","-4,502"
2015.09,타지크,177,"1,353",2,2,"1,351"
2015.09,말라위,18,"1,247",10,26,"1,221"
2015.09,가봉,24,"1,227",4,"76,790","-75,563"
2015.09,불령 리유니온 코모도 제도,37,"1,199",0,0,"1,199"
